'a0'	0.000000
'a1'	0.750000
'a2'	0.750000
'a3'	0.750000
'a4'	0.000000
'a5'	0.750000
'a6'	0.750000
'a7'	0.750000
'a8'	0.000000
'a9'	0.000000
'a10'	0.750000
'a11'	0.750000
'a12'	1.000000
'a13'	0.000000
'a14'	0.750000
'a15'	0.750000
'a16'	0.000000
'a17'	0.000000
'a18'	0.000000
'a19'	0.844644
'a20'	0.000000
'a21'	-0.000000
'a22'	0.000000
'a23'	0.000000
'a24'	0.000000
'a25'	-0.000000
'a26'	0.000000
'a27'	0.000000
'a28'	0.000000
'a29'	0.000000
'a30'	0.000000
'a31'	0.000000
'a32'	0.000000
'a33'	0.000000
'a34'	0.000000
'a35'	0.000000
'a36'	0.000000
'a37'	0.000000
'a38'	0.000000
'a39'	0.000000
'a40'	0.000000
'a41'	0.000000
'a42'	0.000000
'a43'	0.000000
'a44'	0.000000
'a45'	0.000000
'a46'	0.000000
'a47'	0.000000
'a48'	0.000000
'a49'	0.000000
'a50'	0.000000
'a51'	0.000000
'a52'	0.000000
'a53'	0.000000
'a54'	0.000000
'a55'	0.000000
'a56'	0.000000
'a57'	0.000000
'a58'	0.000000
'a59'	0.000000
'a60'	0.000000
'a61'	0.000000
'a62'	0.000000
'a63'	0.000000
'a64'	0.000000
'a65'	1.000000
'a66'	0.000000
'a67'	0.000000
'a68'	0.000000
'a69'	0.000000
'a70'	0.000000
'a71'	0.000000
'a72'	0.000000
'a73'	0.826629
'a74'	0.000000
'a75'	0.000000
'a76'	1.000000
'a77'	0.750000
'a78'	0.750000
'a79'	0.750000
'a80'	0.673371
'a81'	0.000000
'a82'	0.000000
'a83'	0.750000
'a84'	0.750000
'a85'	0.750000
'a86'	0.750000
'a87'	0.655356
'a88'	0.750000
'a89'	0.000000
'a90'	1.000000
'a91'	0.000000
'a92'	0.000000
'a93'	0.000000
'a94'	0.000000
'a95'	0.000000
'a96'	0.000000
'a97'	0.000000
'a98'	0.000000
'a99'	0.000000
'a100'	0.000000
'a101'	0.000000
'a102'	0.000000
'a103'	0.000000
'a104'	0.750000
'a105'	0.000000
'a106'	0.000000
'a107'	0.000000
