'Ben','Elena',1.0000000000000000
'Ben','Dhanya',1.0000000000000000
'Ben','Arti',0.4000000000000000
'Ben','Alex',0.4000000000000000
'Ben','Sabina',0.4000000000000000
'Ben','Jay',0.4000000000000000
'Ben','Steve',0.4000000000000000
'Elena','Ben',1.0000000000000000
'Elena','Dhanya',0.0000000000000000
'Elena','Arti',0.4000000000000000
'Elena','Alex',0.4000000000000000
'Elena','Sabina',0.4000000000000000
'Elena','Jay',0.4000000000000000
'Elena','Steve',0.4000000000000000
'Dhanya','Ben',1.0000000000000000
'Dhanya','Elena',0.0000000000000000
'Dhanya','Arti',0.6000000000000000
'Dhanya','Alex',0.6000000000000000
'Dhanya','Sabina',1.0000000000000000
'Dhanya','Jay',0.6000000000000000
'Dhanya','Steve',0.6000000000000000
'Arti','Ben',0.4000000000000000
'Arti','Elena',0.4000000000000000
'Arti','Dhanya',0.6000000000000000
'Arti','Alex',1.0000000000000000
'Arti','Sabina',1.0000000000000000
'Arti','Jay',1.0000000000000000
'Arti','Steve',1.0000000000000000
'Alex','Ben',0.4000000000000000
'Alex','Elena',0.4000000000000000
'Alex','Dhanya',0.6000000000000000
'Alex','Arti',1.0000000000000000
'Alex','Sabina',1.0000000000000000
'Alex','Jay',1.0000000000000000
'Alex','Steve',1.0000000000000000
'Sabina','Ben',0.4000000000000000
'Sabina','Elena',0.4000000000000000
'Sabina','Dhanya',1.0000000000000000
'Sabina','Arti',1.0000000000000000
'Sabina','Alex',1.0000000000000000
'Sabina','Jay',1.0000000000000000
'Sabina','Steve',1.0000000000000000
'Jay','Ben',0.4000000000000000
'Jay','Elena',0.4000000000000000
'Jay','Dhanya',0.6000000000000000
'Jay','Arti',1.0000000000000000
'Jay','Alex',1.0000000000000000
'Jay','Sabina',1.0000000000000000
'Jay','Steve',1.0000000000000000
'Steve','Ben',0.4000000000000000
'Steve','Elena',0.4000000000000000
'Steve','Dhanya',0.6000000000000000
'Steve','Arti',1.0000000000000000
'Steve','Alex',1.0000000000000000
'Steve','Sabina',1.0000000000000000
'Steve','Jay',1.0000000000000000
